Reporter intensity corrected 1 1	Reporter intensity corrected 2 1	Reporter intensity corrected 3 1	Reporter intensity corrected 4 1	Reporter intensity corrected 5 1	Only identified by site	Reverse	Potential contaminant	Protein name	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Gene name
18.4828624725342	18.6478309631348	17.8267478942871	17.4264450073242	17.2213802337646				CCR4-NOT transcription complex subunit 1	6	6	6	3.3	3.3	3.3	266.94	0	17.101	22292000	7	A5YKK6	A5YKK6	CCR4-NOT transcription complex subunit 1	CNOT1	11	CNOT1
18.0180797576904	18.0656051635742	17.1448974609375	16.4375247955322	15.9127492904663				Microtubule-associated proteins 1A/1B light chain 3 beta 2;Microtubule-associated proteins 1A/1B light chain 3B	2	2	2	19.2	19.2	19.2	14.688	0	3.8418	26404000	2	Q9GZQ8;A6NCE7	Q9GZQ8;A6NCE7	Microtubule-associated proteins 1A/1B light chain 3B;Microtubule-associated proteins 1A/1B light chain 3 beta 2	MAP1LC3B;MAP1LC3B2	12	MAP1LC3B;MAP1LC3B2
16.5192985534668	16.9189338684082	16.0797348022461	15.6163768768311	15.6549158096313				UPF0600 protein C5orf51	1	1	1	4.8	4.8	4.8	33.62	0	7.0685	12885000	1	A6NDU8	A6NDU8	UPF0600 protein C5orf51	C5orf51	13	C5orf51
15.5312900543213	15.8735647201538	15.0049228668213	14.8356065750122	14.7262716293335				Structural maintenance of chromosomes flexible hinge domain-containing protein 1	1	1	1	1	1	1	226.37	0	4.7509	2440400	1	A6NHR9	A6NHR9	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	SMCHD1	14	SMCHD1
17.7996864318848	17.7845573425293	17.0098495483398	16.439474105835	16.3600406646729				Putative small nuclear ribonucleoprotein G-like protein 15;Small nuclear ribonucleoprotein G	1	1	1	9.2	9.2	9.2	8.496	0.006625	0.65697	75904000	1	P62308;A8MWD9	P62308;A8MWD9	Small nuclear ribonucleoprotein G;Putative small nuclear ribonucleoprotein G-like protein 15	SNRPG;SNRPGP15	16	SNRPG;SNRPGP15
16.5956211090088	17.8694248199463	15.6995182037354	15.1447381973267	15.3190727233887				IQ domain-containing protein F6	1	1	1	14	14	14	13.059	0.0056096	0.76402	6949300	1	A8MYZ5	A8MYZ5	IQ domain-containing protein F6	IQCF6	17	IQCF6
13.1464414596558	12.0624513626099	11.7726030349731	12.1653470993042	11.8978080749512				Small integral membrane protein 1	1	1	1	15.4	15.4	15.4	8.749	0.0020048	1.1846	1421300	1	B2RUZ4	B2RUZ4	Small integral membrane protein 1	SMIM1	18	SMIM1
19.5130653381348	19.772253036499	18.8431606292725	18.1800060272217	18.0188407897949				Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein	8	8	8	9.9	9.9	9.9	105.34	0	14.737	110040000	8	Q99613;B5ME19	Q99613;B5ME19	Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein	EIF3C;EIF3CL	19	EIF3C;EIF3CL
15.4302234649658	15.3775491714478	14.8962850570679	14.2987070083618	14.5318689346313				Putative WAS protein family homolog 3;Putative WAS protein family homolog 4;WAS protein family homolog 1;WAS protein family homolog 2;WAS protein family homolog 6	2	2	2	4.8	4.8	4.8	49.994	0.0012632	1.506	1772200	2	C4AMC7;Q6VEQ5;Q9NQA3;A8K0Z3;A8MWX3	C4AMC7;Q6VEQ5;Q9NQA3;A8K0Z3;A8MWX3	Putative WAS protein family homolog 3;WAS protein family homolog 2;WAS protein family homolog 6;WAS protein family homolog 1;Putative WAS protein family homolog 4	WASH3P;WASH2P;WASH6P;WASH1;WASH4P	20	WASH1;WASH2P;WASH3P;WASH4P;WASH6P
19.9982433319092	20.0456695556641	18.9260177612305	18.2653121948242	17.8754367828369				Nascent polypeptide-associated complex subunit alpha, muscle-specific form	4	4	4	2.6	2.6	2.6	205.42	0	35.314	152380000	4	E9PAV3;Q9BZK3	E9PAV3	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	NACA	38	NACA
19.4334506988525	19.8553333282471	18.5194511413574	18.2123355865479	17.9043045043945				Small ubiquitin-related modifier;Small ubiquitin-related modifier 1	2	2	2	18.8	18.8	18.8	11.526	0	16.841	46127000	3	G2XKQ0;P63165	G2XKQ0;P63165	Small ubiquitin-related modifier;Small ubiquitin-related modifier 1	SUMO1	39	SUMO1
15.5099601745605	15.3565549850464	14.384783744812	13.9205389022827	13.9195156097412				Deoxyribonuclease-2-alpha	1	1	1	3.3	3.3	3.3	39.58	0.00089405	1.8097	2997300	1	O00115	O00115	Deoxyribonuclease-2-alpha	DNASE2	40	DNASE2
16.9521961212158	17.5338172912598	16.8613300323486	15.839376449585	16.0171127319336				Alkyldihydroxyacetonephosphate synthase, peroxisomal	3	3	3	7.3	7.3	7.3	72.911	0	11.596	20297000	3	O00116	O00116	Alkyldihydroxyacetonephosphate synthase, peroxisomal	AGPS	41	AGPS
18.4588394165039	18.0722694396973	17.5952129364014	16.977123260498	16.7595500946045				Kinesin-like protein KIF2A;Kinesin-like protein KIF2C	4	4	4	4.4	4.4	4.4	79.954	0	12.264	20055000	4	O00139;Q99661	O00139;Q99661	Kinesin-like protein KIF2A;Kinesin-like protein KIF2C	KIF2A;KIF2C	42	KIF2A;KIF2C
19.913143157959	20.0124988555908	19.3046550750732	18.5945587158203	18.3373870849609				ATP-dependent RNA helicase DDX39A	6	6	3	23.7	23.7	15.2	49.129	0	30.905	195420000	8	O00148	O00148	ATP-dependent RNA helicase DDX39A	DDX39A	43	DDX39A
16.6550827026367	17.5837287902832	16.2603874206543	15.4817991256714	15.0757293701172				PDZ and LIM domain protein 1	3	3	3	15.8	15.8	15.8	36.071	0	27.774	8061900	4	O00151	O00151	PDZ and LIM domain protein 1	PDLIM1	44	PDLIM1
18.8016128540039	19.4320640563965	18.3399105072021	17.5718555450439	17.5870304107666				Cytosolic acyl coenzyme A thioester hydrolase	3	3	3	11.1	11.1	11.1	41.796	0	7.4652	46603000	3	O00154	O00154	Cytosolic acyl coenzyme A thioester hydrolase	ACOT7	45	ACOT7
15.8993101119995	16.1153087615967	15.4737691879272	14.8682918548584	14.7416772842407				Unconventional myosin-Ic	1	1	1	1.7	1.7	1.7	121.68	0	7.0203	2382200	1	O00159	O00159	Unconventional myosin-Ic	MYO1C	46	MYO1C
16.0307312011719	15.9256935119629	16.3923511505127	16.5977764129639	15.8230438232422				HCLS1-associated protein X-1	1	1	1	2.9	2.9	2.9	31.62	0.0041667	0.83508	3182600	1	O00165	O00165	HCLS1-associated protein X-1	HAX1	47	HAX1
18.0369243621826	18.1994514465332	17.4141902923584	16.9301834106445	16.8454895019531				AH receptor-interacting protein	6	6	6	25.5	25.5	25.5	37.664	0	15.352	39434000	6	O00170	O00170	AH receptor-interacting protein	AIP	48	AIP
18.4122066497803	18.5496559143066	17.7846851348877	17.445484161377	17.2590255737305				GTP-binding protein 1	3	3	3	5.2	5.2	5.2	72.453	0	12.247	16037000	4	O00178	O00178	GTP-binding protein 1	GTPBP1	49	GTPBP1
18.2549724578857	18.3149108886719	17.2693824768066	16.4413871765137	16.827615737915				Small acidic protein	2	2	2	12.6	12.6	12.6	20.332	0	5.4032	19148000	2	O00193	O00193	Small acidic protein	SMAP	50	SMAP
17.6733512878418	17.9357166290283	16.9746608734131	16.595272064209	16.0457801818848				AP-3 complex subunit beta-1	2	2	2	2	2	2	121.32	0.00088968	1.7868	7969500	2	O00203	O00203	AP-3 complex subunit beta-1	AP3B1	51	AP3B1
17.0049228668213	17.4211120605469	16.6743850708008	16.4928855895996	16.4912586212158				NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	2	2	2	9.5	9.5	9.5	23.705	0	3.2398	11006000	2	O00217	O00217	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	NDUFS8	52	NDUFS8
21.0897769927979	21.353048324585	20.4530220031738	19.5996513366699	19.6801853179932				26S proteasome non-ATPase regulatory subunit 11	16	16	16	42.9	42.9	42.9	47.463	0	55.861	183780000	20	O00231	O00231	26S proteasome non-ATPase regulatory subunit 11	PSMD11	53	PSMD11
17.3415184020996	17.5571193695068	16.7052268981934	16.0273876190186	15.9806079864502				26S proteasome non-ATPase regulatory subunit 12	3	3	3	10.3	10.3	10.3	52.904	0	21.78	15003000	3	O00232	O00232	26S proteasome non-ATPase regulatory subunit 12	PSMD12	54	PSMD12
17.6887969970703	17.8453674316406	16.8608436584473	16.2267513275146	16.2984027862549				26S proteasome non-ATPase regulatory subunit 9	2	2	2	8.5	8.5	8.5	24.682	0.0056159	0.77058	14249000	2	O00233	O00233	26S proteasome non-ATPase regulatory subunit 9	PSMD9	55	PSMD9
16.5850067138672	17.3408241271973	15.9032230377197	15.2464809417725	14.8857440948486				Copper transport protein ATOX1	1	1	1	11.8	11.8	11.8	7.4016	0.008544	0.49133	4457700	1	O00244	O00244	Copper transport protein ATOX1	ATOX1	56	ATOX1
18.719970703125	18.7830238342285	18.3413009643555	19.9791069030762	18.1314449310303				Membrane-associated progesterone receptor component 1	3	3	2	15.9	15.9	11.3	21.671	0	4.3529	33337000	3	O00264	O00264	Membrane-associated progesterone receptor component 1	PGRMC1	57	PGRMC1
19.4033699035645	19.4667263031006	18.8107089996338	19.4054279327393	17.9892063140869				Chloride intracellular channel protein 1	6	6	6	41.9	41.9	41.9	26.922	0	58.366	162990000	8	O00299	O00299	Chloride intracellular channel protein 1	CLIC1	59	CLIC1
18.1578788757324	18.2570934295654	17.5556983947754	17.1641807556152	16.771463394165				Eukaryotic translation initiation factor 3 subunit F	4	4	4	14	14	14	37.563	0	18.799	41190000	4	O00303	O00303	Eukaryotic translation initiation factor 3 subunit F	EIF3F	60	EIF3F
18.3135375976563	19.0141620635986	17.6317596435547	17.5026912689209	17.0751457214355				Pyruvate dehydrogenase protein X component, mitochondrial	4	4	4	8.2	8.2	8.2	54.122	0	6.6863	11872000	5	O00330	O00330	Pyruvate dehydrogenase protein X component, mitochondrial	PDHX	61	PDHX
20.5753326416016	20.3847961425781	19.182336807251	18.4910697937012	18.2751235961914				Importin-5	8	8	8	9.9	9.9	9.9	123.63	0	38.805	79481000	9	O00410;O60518	O00410	Importin-5	IPO5	62	IPO5
18.0162868499756	18.2936058044434	17.0486793518066	16.5135269165039	16.1951217651367				Histone deacetylase complex subunit SAP18	1	1	1	4.6	4.6	4.6	17.561	0.009915	0.44716	9770800	1	O00422	O00422	Histone deacetylase complex subunit SAP18	SAP18	63	SAP18
13.3059196472168	13.7972564697266	12.3795404434204	11.9111671447754	10.9876899719238				Echinoderm microtubule-associated protein-like 1	1	1	1	1.5	1.5	1.5	89.86	0.00090293	1.8773	531790	1	O00423	O00423	Echinoderm microtubule-associated protein-like 1	EML1	64	EML1
20.1063575744629	19.9341621398926	19.283784866333	18.625280380249	18.570671081543				Insulin-like growth factor 2 mRNA-binding protein 3	8	8	8	14.9	14.9	14.9	63.704	0	13.387	55602000	8	O00425	O00425	Insulin-like growth factor 2 mRNA-binding protein 3	IGF2BP3	65	IGF2BP3
16.9879302978516	17.2593936920166	16.2402687072754	15.7596797943115	15.9614725112915				Dynamin-1-like protein	3	3	3	4.3	4.3	4.3	81.876	0	6.1226	5376700	3	O00429	O00429	Dynamin-1-like protein	DNM1L	66	DNM1L
12.9153747558594	13.203592300415	12.7036657333374	11.6712312698364	11.3946237564087				Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	1	1	1	0.7	0.7	0.7	190.68	0.0012295	1.336	1071000	1	O00443	O00443	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	PIK3C2A	67	PIK3C2A
19.8180484771729	19.710786819458	18.9719142913818	18.0594921112061	17.931510925293				Golgi integral membrane protein 4	6	6	6	8.3	8.3	8.3	81.879	0	9.1433	35118000	6	O00461	O00461	Golgi integral membrane protein 4	GOLIM4	68	GOLIM4
15.4395389556885	15.4508247375488	15.6264219284058	15.3908739089966	15.0786924362183				Agrin;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 22 kDa fragment;Agrin C-terminal 90 kDa fragment;Agrin N-terminal 110 kDa subunit	1	1	1	0.7	0.7	0.7	217.32	0	2.5135	9928800	1	O00468	O00468	Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment	AGRN	69	AGRN
17.7033367156982	18.5374984741211	16.611515045166	15.7403869628906	15.8771638870239				Cytochrome c oxidase subunit NDUFA4	1	1	1	12.3	12.3	12.3	9.3697	0	4.0059	9632100	1	O00483	O00483	Cytochrome c oxidase subunit NDUFA4	NDUFA4	71	NDUFA4
18.3857860565186	19.0535926818848	17.8441410064697	17.2890644073486	17.325532913208				26S proteasome non-ATPase regulatory subunit 14	3	3	3	14.8	14.8	14.8	34.577	0	8.4133	22080000	4	O00487	O00487	26S proteasome non-ATPase regulatory subunit 14	PSMD14	72	PSMD14
16.2899475097656	16.4885311126709	15.7610054016113	15.3280439376831	15.114312171936				Myc box-dependent-interacting protein 1	1	1	1	3.4	3.4	3.4	64.699	0	8.3263	3392200	2	O00499	O00499	Myc box-dependent-interacting protein 1	BIN1	73	BIN1
17.7314510345459	18.2209072113037	16.9343357086182	16.1489524841309	15.5928945541382				Importin subunit alpha-4	3	3	2	7.5	7.5	4.6	57.81	0	20.807	16746000	3	O00505	O00505	Importin subunit alpha-4	KPNA3	74	KPNA3
16.874116897583	16.6242809295654	16.1500835418701	15.6428413391113	15.3285350799561				Pescadillo homolog	2	2	2	6.3	6.3	6.3	68.002	0	22.281	19599000	2	O00541	O00541	Pescadillo homolog	PES1	75	PES1
17.4344482421875	18.0085372924805	16.804988861084	15.8473510742188	15.5909967422485				U3 small nucleolar ribonucleoprotein protein MPP10	4	4	4	8.8	8.8	8.8	78.863	0	17.297	9797300	4	O00566	O00566	U3 small nucleolar ribonucleoprotein protein MPP10	MPHOSPH10	76	MPHOSPH10
19.9814777374268	20.1377124786377	19.5404148101807	18.6750068664551	18.689001083374				Nucleolar protein 56	5	5	5	9.1	9.1	9.1	66.049	0	13.921	46212000	5	O00567	O00567	Nucleolar protein 56	NOP56	77	NOP56
21.1801643371582	21.6191215515137	20.6246204376221	19.7179145812988	19.5478706359863				ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y	15	15	14	30.2	30.2	25.1	73.243	0	52.501	115950000	17	O00571;O15523	O00571;O15523	ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y	DDX3X;DDX3Y	78	DDX3X;DDX3Y
14.7577028274536	15.4476318359375	14.11097240448	13.7475633621216	13.6934871673584				Ribonuclease T2	1	1	1	3.9	3.9	3.9	29.48	0.0031274	1.0203	1287100	1	O00584	O00584	Ribonuclease T2	RNASET2	79	RNASET2
18.6431522369385	20.1161670684814	18.2060985565186	17.5629425048828	17.5323715209961				Pirin	4	4	4	17.6	17.6	17.6	32.113	0	28.553	48597000	4	O00625	O00625	Pirin	PIR	80	PIR
14.7227544784546	15.4586954116821	14.2105188369751	15.0287265777588	14.1509370803833				Importin subunit alpha-3	3	2	2	9.8	6.9	6.9	57.886	0	3.7367	9482300	2	O00629	O00629	Importin subunit alpha-3	KPNA4	81	KPNA4
14.1700811386108	14.827392578125	13.5312595367432	12.3990106582642	12.364052772522				Serine/threonine-protein phosphatase 6 catalytic subunit;Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed	1	1	1	3.9	3.9	3.9	35.144	0.00048123	2.291	4403300	1	O00743	O00743	Serine/threonine-protein phosphatase 6 catalytic subunit;Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed	PPP6C	82	PPP6C
15.0844764709473	15.1087284088135	14.4052743911743	14.4833745956421	13.253493309021				Lysosomal alpha-mannosidase;Lysosomal alpha-mannosidase A peptide;Lysosomal alpha-mannosidase B peptide;Lysosomal alpha-mannosidase C peptide;Lysosomal alpha-mannosidase D peptide;Lysosomal alpha-mannosidase E peptide	1	1	1	1.6	1.6	1.6	113.74	0	3.1785	1681700	1	O00754	O00754	Lysosomal alpha-mannosidase;Lysosomal alpha-mannosidase A peptide;Lysosomal alpha-mannosidase B peptide;Lysosomal alpha-mannosidase C peptide;Lysosomal alpha-mannosidase D peptide;Lysosomal alpha-mannosidase E peptide	MAN2B1	83	MAN2B1
18.7426776885986	19.1696224212646	17.9537296295166	17.0777549743652	16.6804428100586				Ubiquitin-conjugating enzyme E2 C	4	4	4	30.7	30.7	30.7	19.652	0	23.477	55362000	5	O00762	O00762	Ubiquitin-conjugating enzyme E2 C	UBE2C	84	UBE2C
17.2148494720459	17.7026596069336	16.5413837432861	16.2869720458984	15.986686706543				Pyridoxal kinase	3	3	3	10.3	10.3	10.3	35.102	0	57.415	19195000	3	O00764	O00764	Pyridoxal kinase	PDXK	85	PDXK
15.7929935455322	17.7463569641113	15.7508897781372	14.3449897766113	14.3254461288452				Acyl-CoA desaturase	1	1	1	7.2	7.2	7.2	41.522	0	2.382	14868000	2	O00767	O00767	Acyl-CoA desaturase	SCD	86	SCD
13.4417772293091	13.2394199371338	12.6525983810425	12.4722089767456	11.2518968582153				AT-rich interactive domain-containing protein 1A	1	1	1	0.6	0.6	0.6	242.04	0.0076308	0.60064	913110	1	O14497	O14497	AT-rich interactive domain-containing protein 1A	ARID1A	87	ARID1A
14.8217735290527	14.9341058731079	14.3796491622925	13.3598871231079	12.6830167770386				Thioredoxin domain-containing protein 9	1	1	1	9.7	9.7	9.7	26.534	0	8.3594	3444300	1	O14530	O14530	Thioredoxin domain-containing protein 9	TXNDC9	88	TXNDC9
15.9229564666748	15.7947206497192	15.417555809021	14.7508115768433	14.9364538192749				TRAF-type zinc finger domain-containing protein 1	1	1	1	1.7	1.7	1.7	64.84	0.00090539	1.8923	1681200	1	O14545	O14545	TRAF-type zinc finger domain-containing protein 1	TRAFD1	90	TRAFD1
14.1985216140747	14.5860185623169	13.7705602645874	12.644757270813	13.2023229598999				Citron Rho-interacting kinase	1	1	1	0.5	0.5	0.5	231.43	0.0012648	1.5122	1559500	1	O14578	O14578	Citron Rho-interacting kinase	CIT	92	CIT
16.9773464202881	17.5363998413086	16.4833908081055	15.6392278671265	15.8088130950928				Coatomer subunit epsilon	1	1	1	4.5	4.5	4.5	34.482	0	2.3839	4234200	2	O14579	O14579	Coatomer subunit epsilon	COPE	93	COPE
16.367618560791	16.4057903289795	15.630295753479	15.0310115814209	14.9343357086182				Eukaryotic translation initiation factor 1A, X-chromosomal;Eukaryotic translation initiation factor 1A, Y-chromosomal	1	1	1	7.6	7.6	7.6	16.46	0.00047081	2.167	3709900	1	P47813;O14602	P47813;O14602	Eukaryotic translation initiation factor 1A, X-chromosomal;Eukaryotic translation initiation factor 1A, Y-chromosomal	EIF1AX;EIF1AY	94	EIF1AX;EIF1AY
15.5763072967529	15.9488458633423	14.866361618042	14.901008605957	14.3429775238037				AP-3 complex subunit delta-1	2	2	2	2	2	2	130.16	0	3.4543	6898800	3	O14617	O14617	AP-3 complex subunit delta-1	AP3D1	95	AP3D1
15.9156455993652	15.8959541320801	15.2597436904907	14.763108253479	14.2871351242065				Actin-binding LIM protein 1	1	1	1	3.1	3.1	3.1	87.687	0	5.3912	2415400	2	O14639	O14639	Actin-binding LIM protein 1	ABLIM1	96	ABLIM1
15.1893224716187	14.5608701705933	14.2435455322266	13.1302165985107	14.0714626312256				Segment polarity protein dishevelled homolog DVL-2	1	1	1	1.8	1.8	1.8	78.947	0	2.7974	1517500	1	O14641	O14641	Segment polarity protein dishevelled homolog DVL-2	DVL2	97	DVL2
15.8430128097534	16.1775360107422	15.3358783721924	14.8627338409424	14.4554557800293				Torsin-1B	1	1	1	3.9	3.9	3.9	37.978	0.00046555	2.0982	4130400	1	O14657	O14657	Torsin-1B	TOR1B	98	TOR1B
15.9169292449951	15.4814529418945	15.2096433639526	14.731053352356	14.8089141845703				Disintegrin and metalloproteinase domain-containing protein 10	1	1	1	2	2	2	84.141	0	2.7502	6529200	1	O14672	O14672	Disintegrin and metalloproteinase domain-containing protein 10	ADAM10	99	ADAM10
11.9660730361938	12.429407119751	11.4689292907715	11.256739616394	10.6151695251465				Histone-lysine N-methyltransferase 2D	1	1	1	0.2	0.2	0.2	593.38	0.0099115	0.44599	228010	1	O14686	O14686	Histone-lysine N-methyltransferase 2D	KMT2D	100	KMT2D
17.6612205505371	18.1651630401611	16.7186660766602	15.8122024536133	15.8949365615845				Programmed cell death protein 5	2	2	2	14.4	14.4	14.4	14.285	0.001229	1.3336	7772900	2	O14737	O14737	Programmed cell death protein 5	PDCD5	101	PDCD5
16.6292705535889	16.5557727813721	15.8842897415161	14.9012908935547	14.9293050765991				Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed	2	2	2	4.4	4.4	4.4	72.683	0	8.4685	18340000	2	O14744	O14744	Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed	PRMT5	102	PRMT5
21.1297492980957	21.2393474578857	20.0146789550781	19.617338180542	19.5368347167969				Na(+)/H(+) exchange regulatory cofactor NHE-RF1	11	11	11	39.1	39.1	39.1	38.868	0	74.328	274800000	12	O14745	O14745	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	SLC9A3R1	103	SLC9A3R1
13.6839818954468	14.1175622940063	13.2084321975708	13.5339384078979	12.9234571456909				Tumor necrosis factor receptor superfamily member 10B	1	1	1	3.9	3.9	3.9	47.878	0.00089526	1.8138	1207000	1	O14763	O14763	Tumor necrosis factor receptor superfamily member 10B	TNFRSF10B	104	TNFRSF10B
13.9316606521606	14.33056640625	13.619532585144	13.2629318237305	12.649525642395				Tripeptidyl-peptidase 1	1	1	1	2.5	2.5	2.5	61.247	0	3.0453	10358000	1	O14773	O14773	Tripeptidyl-peptidase 1	TPP1	105	TPP1
20.4831581115723	20.4349174499512	19.791633605957	19.3294582366943	19.1123790740967				Transcription elongation regulator 1	8	8	8	7	7	7	123.9	0	75.182	54128000	10	O14776;Q5VWI1	O14776	Transcription elongation regulator 1	TCERG1	106	TCERG1
15.1927938461304	15.4229516983032	13.9943532943726	13.4515972137451	13.1228761672974				Transportin-2	6	3	3	6.7	3.6	3.6	101.39	0.00045767	1.9714	4222500	3	O14787	O14787	Transportin-2	TNPO2	107	TNPO2
20.0413970947266	19.8598289489746	19.1860179901123	18.6217803955078	18.4247245788574				Proteasome subunit alpha type-7;Proteasome subunit alpha type-7-like	5	5	5	23.8	23.8	23.8	27.887	0	80.405	134020000	7	O14818;Q8TAA3	O14818;Q8TAA3	Proteasome subunit alpha type-7;Proteasome subunit alpha type-7-like	PSMA7;PSMA8	108	PSMA7;PSMA8
15.0128860473633	15.2462949752808	14.8782901763916	14.3723888397217	14.0347986221313				[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	1	1	1	2.7	2.7	2.7	46.36	0.00088652	1.7657	1202500	1	O14874	O14874	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	BCKDK	109	BCKDK
15.3934240341187	15.1518096923828	14.6577653884888	14.4035444259644	13.9353494644165				PDZ domain-containing protein GIPC1	1	1	1	3.9	3.9	3.9	36.049	0	3.6867	2963100	1	O14908	O14908	PDZ domain-containing protein GIPC1	GIPC1	111	GIPC1
15.961630821228	16.2859077453613	15.2784128189087	14.5624809265137	14.6503782272339				Mitochondrial import inner membrane translocase subunit Tim23;Putative mitochondrial import inner membrane translocase subunit Tim23B	1	1	1	9	9	9	19.669	0	5.4599	5246500	1	Q5SRD1;O14925	Q5SRD1;O14925	Putative mitochondrial import inner membrane translocase subunit Tim23B;Mitochondrial import inner membrane translocase subunit Tim23	TIMM23B;TIMM23	112	TIMM23;TIMM23B
